RECID|RAKNONRAK|KodeToko|TIPERAK|NORAK|KET_RAK|NAMA_RAK|NOSHELF|KET_SHELF|KIRIKANAN|DEPANBLK|ATASBAWAH|DIVISI|PRDCD|PLUMD|KODESHELF|TKIRIKANAN|TATASBAWAH|TDEPANBLK|QTY|QTY_LENGTH|PKM|MINDISP|NPLUS|TGL_MULAI|TGL_AKHIR|KET|ADDID|ADDTIME|UPDID|UPDTIME|TGL_NP1|TGL_NP2,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|30||1|1|1||20022930|20022930||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|26||1|1|1||20023011|20023011||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|17||3|1|1||20023023|20023023||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2662|DETERGENT & CLEANER DESINFECTANT|DND05DX02662|19||6|1|1||20023111|20023111||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|71||4|1|1||20023148|20023148||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35051|BREAKFAST 2 RAK DOUBLE EXTENDER|BRE2DXX35051|3||8|1|1||20023287|20023287||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|5||5|1|1||20023435|20023435||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|24||12|1|1||20023627|20023627||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|5||14|1|1||20023765|20023765||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|21187|COOLER PERISHABLE (DAIRY FD)|RCP0221187|11||4|1|1||20023797|20023797||1|1|2|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|6||2|1|1||20023845|20023845||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|6||1|1|1||20023846|20023846||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2662|DETERGENT & CLEANER DESINFECTANT|DND05DX02662|27||4|1|1||20023870|20023870||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|14|ACRULI ( ACRYLIC UNILEVER )|5|1|1||20023890|20023890||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|14|ACRULI ( ACRYLIC UNILEVER )|3|1|1||20023891|20023891||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|5||9|1|1||20023912|20023912||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|27398|RAK TELUR PERISHABLE 1|RTL127398|1|NAS|2|1|1||20024079|20024079||1|1000|1|0|0.00|0|50|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|15||3|1|1||20024096|20024096||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|90725|ITEM PROMOSI MARKETING|RPROM90725|1||19|1|1||20024256|20024256||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2430|DIAPERS  3 RAK SINGLE|DIA03U02430|1||2|1|1||20024303|20024303||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2430|DIAPERS  3 RAK SINGLE|DIA03U02430|1||1|1|1||20024306|20024306||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35755|COOLER GABUNG BEVERAGES COLA 8 PINTU|CLB08C35755|18||4|1|1||20024315|20024315||1|1|9|0|0.00|0|9|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|10||5|1|1||20024324|20024324||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|29||3|1|1||20024512|20024512||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|53||6|1|1||20024517|20024517||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|2||4|1|1||20024539|20024539||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|90725|ITEM PROMOSI MARKETING|RPROM90725|1||20|1|1||20024606|20024606||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|47||2|1|1||20024644|20024644||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|22||6|1|1||20024699|20024699||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|68||6|1|1||20024856|20024856||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|44||3|1|1||20024908|20024908||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|6||1|1|1||20024922|20024922||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|5||8|1|1||20024961|20024961||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|90725|ITEM PROMOSI MARKETING|RPROM90725|1||21|1|1||20024980|20024980||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|43||2|1|1||20025002|20025002||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|3891|BAKERY SARI ROTI MR BREAD PRIME BREAD 2 RAK DOUBLE EXTENDER|BSMP2DX03891|6||6|1|1||20025041|20025041||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|41575|MEJA KASIR CONFECTIONARY 4 PANEL MODEL BARU|COC0441575|7||2|1|1||20025050|20025050||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|19||11|1|1||20025350|20025350||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|27398|RAK TELUR PERISHABLE 1|RTL127398|2|SUB|2|1|1||20025357|20025357||1|1|48|0|0.00|0|48|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|9||2|1|1||20025359|20025359||2|1|3|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|34074|BABY KIDS CARE 2 RAK DOUBLE 150 CM|BKC2DX34074|1||5|1|1||20025364|20025364||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|34074|BABY KIDS CARE 2 RAK DOUBLE 150 CM|BKC2DX34074|1||1|1|1||20025365|20025365||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|31||9|1|1||20025411|20025411||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|32||7|1|1||20025412|20025412||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|3||5|1|1||20025418|20025418||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|47207|RAK BERAS |MBG01G47207|1||2|1|1||20025487|20025487||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|G|40922|END GONDOLA PROMO 2A|EG2A40922|1||2|1|1||20025487|20025487||1|1|2|0|0.00|0|0|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|17330|SNACK TRADITIONAL LOKAL  1 RAK DOUBLE EXTENDER|SLK01DX17330|5||6|1|1||20025507|20025507||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|17330|SNACK TRADITIONAL LOKAL  1 RAK DOUBLE EXTENDER|SLK01DX17330|5||8|1|1||20025508|20025508||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|20|ACRAJN (ACRYLIC AJINOMOTO)|2|1|4||20025563|20025563||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|50||3|1|1||20025592|20025592||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2253|CLOTHING & APPAREL - 1 RAK DOUBLE 150 CM|CNA01DX02253|3||6|2|1||20025648|20025648||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2253|CLOTHING & APPAREL - 1 RAK DOUBLE 150 CM|CNA01DX02253|3||6|1|1||20025649|20025649||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|57||1|1|1||20025741|20025741||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35755|COOLER GABUNG BEVERAGES COLA 8 PINTU|CLB08C35755|30||1|1|1||20025753|20025753||1|1|8|0|0.00|0|8|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|33||2|1|1||20025756|20025756||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|29||1|1|1||20025757|20025757||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|2||6|1|1||20025762|20025762||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|33||3|1|1||20025825|20025825||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|8|ACR AGAR|5|1|2||20026083|20026083||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|1||4|1|1||20026090|20026090||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|5|ACRYLIC LISTRIK|2|1|1||20026187|20026187||1|2|2|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|1||8|1|1||20026207|20026207||1|2|1|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35755|COOLER GABUNG BEVERAGES COLA 8 PINTU|CLB08C35755|19||1|1|1||20026226|20026226||1|1|6|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|11||1|1|1||20026226|20026226||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|8||2|1|1||20026343|20026343||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|7||10|1|1||20026410|20026410||1|2|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|7||9|1|1||20026412|20026412||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2253|CLOTHING & APPAREL - 1 RAK DOUBLE 150 CM|CNA01DX02253|1||5|1|1||20026532|20026532||1|3|1|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|19||6|1|1||20026676|20026676||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|34074|BABY KIDS CARE 2 RAK DOUBLE 150 CM|BKC2DX34074|14||12|1|1||20026703|20026703||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2662|DETERGENT & CLEANER DESINFECTANT|DND05DX02662|999|ITEM DISCONTINUE|3|1|1||20026780|20026780||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|54||15|1|1||20026865|20026865||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|18||1|1|1||20026897|20026897||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|16||4|1|1||20026945|20026945||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|3||7|1|1||20027074|20027074||1|3|1|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|19||1|1|1||20027090|20027090||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|8||7|1|1||20027095|20027095||3|1|2|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|22||18|1|1||20027096|20027096||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|G|9003|END GONDOLA PROMO 1A|EG1A09003|4||7|1|1||20027096|20027096||1|1|4|0|0.00|0|0|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|21||1|1|1||20027097|20027097||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|G|9003|END GONDOLA PROMO 1A|EG1A09003|4||4|1|1||20027097|20027097||2|1|4|0|0.00|0|0|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|21||2|1|1||20027166|20027166||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|86599|RRAK TOKO|RRAK86599|1||30|1|1||20027166|20027166||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|21||1|1|1||20027167|20027167||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|G|40922|END GONDOLA PROMO 2A|EG2A40922|4||1|1|1||20027167|20027167||1|1|2|0|0.00|0|0|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|9||7|1|1||20027185|20027185||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|9||3|1|1||20027186|20027186||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|83397|WING RAK JAM|WRJAM83397|4||4|1|1||20027240|20027240||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|83397|WING RAK JAM|WRJAM83397|5||6|1|1||20027241|20027241||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|38||1|1|1||20027448|20027448||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|12|1|4||20027551|20027551||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|90725|ITEM PROMOSI MARKETING|RPROM90725|1||22|1|1||20027609|20027609||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|3|1|1||20027661|20027661||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|6||14|1|1||20027712|20027712||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35755|COOLER GABUNG BEVERAGES COLA 8 PINTU|CLB08C35755|8||4|1|1||20027768|20027768||1|1|8|0|0.00|0|8|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|17||5|1|1||20027833|20027833||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|4||2|1|1||20027848|20027848||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|4||3|1|1||20027850|20027850||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|12||6|1|1||20027865|20027865||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|12||5|1|1||20027867|20027867||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|34074|BABY KIDS CARE 2 RAK DOUBLE 150 CM|BKC2DX34074|14||10|1|1||20027868|20027868||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|34074|BABY KIDS CARE 2 RAK DOUBLE 150 CM|BKC2DX34074|3||13|1|1||20027871|20027871||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|41575|MEJA KASIR CONFECTIONARY 4 PANEL MODEL BARU|COC0441575|19||5|1|1||20027910|20027910||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2662|DETERGENT & CLEANER DESINFECTANT|DND05DX02662|18||8|1|1||20027963|20027963||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|86599|RRAK TOKO|RRAK86599|1||25|1|1||20027963|20027963||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2662|DETERGENT & CLEANER DESINFECTANT|DND05DX02662|23||2|1|1||20027997|20027997||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|23||13|1|1||20028001|20028001||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|25||6|1|1||20028002|20028002||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|21187|COOLER PERISHABLE (DAIRY FD)|RCP0221187|11||1|1|1||20028005|20028005||1|1|2|0|0.00|0|9|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|48846|FREEZER WALLS 400L|RWS04K48846|4||1|1|1||20028227|20028227||1|12|2|0|0.00|0|12|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|90725|ITEM PROMOSI MARKETING|RPROM90725|1||23|1|1||20028307|20028307||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2251|TOYS 1 RAK DOUBLE 150 CM|TOY01DX02251|5||2|1|1||20028329|20028329||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|15||2|1|1||20028457|20028457||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|28||6|1|1||20028585|20028585||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|16||4|1|1||20028732|20028732||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|90725|ITEM PROMOSI MARKETING|RPROM90725|1||24|1|1||20028776|20028776||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2662|DETERGENT & CLEANER DESINFECTANT|DND05DX02662|19||7|1|1||20028779|20028779||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|86599|RRAK TOKO|RRAK86599|1||26|1|1||20028779|20028779||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|38022|FESTIVE ALL TOKO|ALLFEST38022|1||8|1|1||20028880|20028880||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|10||9|1|1||20029054|20029054||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|33||1|1|1||20029222|20029222||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|5||6|1|1||20029228|20029228||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|56|RAZZOR|12|1|1||20029237|20029237||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|7||2|1|1||20029278|20029278||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|16||1|1|1||20029296|20029296||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|6|1|5||20029331|20029331||1|1|6|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|34074|BABY KIDS CARE 2 RAK DOUBLE 150 CM|BKC2DX34074|6||5|1|1||20029355|20029355||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|1||1|1|1||20029372|20029372||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|90725|ITEM PROMOSI MARKETING|RPROM90725|1||25|1|1||20029549|20029549||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|41||5|1|1||20029636|20029636||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|3||2|1|1||20029646|20029646||1|2|1|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|90613|BACKWALL ROKOK DJARUM JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1DJM01N0_SD1_AL_JK190613|14||6|1|1||20029731|20029731||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|44||1|1|1||20029770|20029770||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|23||1|1|1||20030118|20030118||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
